2500, 14, 1, 0
3001, 27, 1, 0
3500, 28, 1, 0
4000, 28, 1, 0
4500, 22, 1, 0
5000, 30, 1, 0
5500, 34, 1, 0
6000, 34, 1, 0
6500, 28, 1, 0
7000, 18, 1, 0
7500, 24, 1, 0
8000, 26, 1, 0
8500, 28, 1, 0
9000, 24, 1, 0
9501, 23, 1, 0
10000, 26, 1, 0
10500, 32, 1, 0
11000, 16, 1, 0
11500, 38, 1, 0
12000, 10, 1, 0
12500, 28, 1, 0
13000, 22, 1, 0
13501, 13, 1, 0
14000, 26, 1, 0
14500, 20, 1, 0
15000, 36, 1, 0
15501, 17, 1, 0
16000, 18, 1, 0
16501, 27, 1, 0
17000, 20, 1, 0
17500, 14, 1, 0
18000, 26, 1, 0
18500, 38, 1, 0
19000, 26, 1, 0
19500, 20, 1, 0
20000, 22, 1, 0
20500, 38, 1, 0
21000, 22, 1, 0
21500, 18, 1, 0
22000, 36, 1, 0
22500, 20, 1, 0
23000, 20, 1, 0
23500, 20, 1, 0
24000, 24, 1, 0
24500, 26, 1, 0
25000, 22, 1, 0
25500, 12, 1, 0
26000, 28, 1, 0
26500, 28, 1, 0
27000, 26, 1, 0
27500, 20, 1, 0
28000, 24, 1, 0
28500, 22, 1, 0
29000, 22, 1, 0
29500, 26, 1, 0
30000, 26, 1, 0
30500, 20, 1, 0
31000, 20, 1, 0
31500, 26, 1, 0
32000, 26, 1, 0
32500, 20, 1, 0
33000, 20, 1, 0
33500, 22, 1, 0
34001, 33, 1, 0
34500, 26, 1, 0
35000, 30, 1, 0
35500, 24, 1, 0
36000, 26, 1, 0
36500, 26, 1, 0
37000, 30, 1, 0
37500, 26, 1, 0
38000, 22, 1, 0
38500, 18, 1, 0
39000, 30, 1, 0
39500, 22, 1, 0
40001, 23, 1, 0
40500, 34, 1, 0
41000, 36, 1, 0
41500, 24, 1, 0
42000, 38, 1, 0
42501, 23, 1, 0
43000, 22, 1, 0
43500, 24, 1, 0
44000, 22, 1, 0
44500, 24, 1, 0
45000, 18, 1, 0
45500, 26, 1, 0
46000, 36, 1, 0
46501, 21, 1, 0
47000, 26, 1, 0
47500, 24, 1, 0
48000, 28, 1, 0
48500, 36, 1, 0
49000, 14, 1, 0
49500, 30, 1, 0
50000, 30, 1, 0
50500, 24, 1, 0
51000, 28, 1, 0
51500, 18, 1, 0
52000, 20, 1, 0
52500, 32, 1, 0
53000, 22, 1, 0
53500, 28, 1, 0
54000, 36, 1, 0
54500, 20, 1, 0
55000, 32, 1, 0
55500, 26, 1, 0
56000, 24, 1, 0
56500, 18, 1, 0
57000, 26, 1, 0
57500, 34, 1, 0
58001, 26, 1, 0
58500, 30, 1, 0
59000, 22, 1, 0
59500, 32, 1, 0
60020, 21, 1, 0
