533, 3389143, 1, 0
1072, 2548928, 1, 0
1512, 2990972, 1, 0
2036, 2462926, 1, 0
2588, 2782340, 1, 0
3023, 3297385, 1, 0
3583, 2521444, 1, 0
4006, 3220534, 1, 0
4533, 2877571, 1, 0
5034, 2612736, 1, 0
5585, 3019518, 1, 0
6019, 2486358, 1, 0
6561, 3119415, 1, 0
7000, 1627357, 1, 0
7538, 3437072, 1, 0
8002, 2124222, 1, 0
8566, 3379348, 1, 0
9037, 3157194, 1, 0
9580, 3549749, 1, 0
10010, 2946683, 1, 0
10544, 3167709, 1, 0
11081, 3066972, 1, 0
11584, 2472665, 1, 0
12028, 3301139, 1, 0
12555, 3077500, 1, 0
13055, 2611527, 1, 0
13533, 2786286, 1, 0
14030, 2881159, 1, 0
14565, 3188380, 1, 0
15078, 2782498, 1, 0
15624, 3056469, 1, 0
16044, 2984768, 1, 0
16536, 2884723, 1, 0
17070, 3232282, 1, 0
17522, 3471909, 1, 0
18059, 2763912, 1, 0
18570, 2965932, 1, 0
19049, 2524848, 1, 0
19560, 2878218, 1, 0
20092, 3186150, 1, 0
20506, 2910445, 1, 0
21033, 2960121, 1, 0
21552, 3338382, 1, 0
22046, 2888870, 1, 0
22579, 3138126, 1, 0
23094, 3043341, 1, 0
23505, 2008143, 1, 0
24036, 3704543, 1, 0
24504, 2618635, 1, 0
25033, 2873562, 1, 0
25589, 2419393, 1, 0
26018, 3386978, 1, 0
26530, 2687577, 1, 0
27002, 3383953, 1, 0
27546, 3778869, 1, 0
28079, 2938748, 1, 0
28513, 2447771, 1, 0
29000, 3589926, 1, 0
29523, 3028785, 1, 0
30021, 2788425, 1, 0
30531, 2978156, 1, 0
31073, 2569260, 1, 0
31583, 3025059, 1, 0
32001, 2569839, 1, 0
32546, 2830866, 1, 0
33070, 2371889, 1, 0
33578, 3062269, 1, 0
34000, 2321949, 1, 0
34550, 4106703, 1, 0
35064, 2808396, 1, 0
35560, 2921875, 1, 0
36035, 2757947, 1, 0
36531, 1845449, 1, 0
37041, 2886887, 1, 0
37544, 2887969, 1, 0
38071, 2960443, 1, 0
38506, 3356296, 1, 0
39000, 2836951, 1, 0
39524, 2756345, 1, 0
40058, 2861251, 1, 0
40578, 2973433, 1, 0
41086, 2977876, 1, 0
41568, 2592360, 1, 0
42006, 2543664, 1, 0
42514, 2694583, 1, 0
43074, 2710864, 1, 0
43576, 2724661, 1, 0
44090, 3055061, 1, 0
44505, 3033258, 1, 0
45017, 2888900, 1, 0
45539, 2983357, 1, 0
46021, 2750657, 1, 0
46500, 2694785, 1, 0
47100, 2467347, 1, 0
47544, 2461392, 1, 0
48050, 2987965, 1, 0
48547, 2677696, 1, 0
49070, 3041727, 1, 0
49585, 3100253, 1, 0
50091, 3085771, 1, 0
50549, 2727116, 1, 0
51068, 2964344, 1, 0
51533, 2706738, 1, 0
52019, 2177491, 1, 0
52506, 3132415, 1, 0
53033, 2340474, 1, 0
53599, 2562295, 1, 0
54012, 3146259, 1, 0
54510, 3026759, 1, 0
55051, 2676070, 1, 0
55565, 2975745, 1, 0
56015, 2971369, 1, 0
56530, 3103931, 1, 0
57049, 2926414, 1, 0
57562, 3118803, 1, 0
58064, 3019235, 1, 0
58527, 2828200, 1, 0
59002, 3129580, 1, 0
59591, 1811957, 1, 0
60021, 2337893, 1, 0
