495, 1543, 1, 0
995, 1284, 1, 0
1495, 1317, 1, 0
1995, 1292, 1, 0
2494, 1230, 1, 0
2994, 1271, 1, 0
3495, 1179, 1, 0
3994, 1044, 1, 0
4495, 1123, 1, 0
4994, 1376, 1, 0
5495, 1527, 1, 0
5994, 1246, 1, 0
6495, 1414, 1, 0
6994, 1417, 1, 0
7495, 1309, 1, 0
7994, 1271, 1, 0
8495, 1228, 1, 0
8994, 1327, 1, 0
9495, 1292, 1, 0
9994, 1230, 1, 0
10494, 1400, 1, 0
10995, 1696, 1, 0
11494, 1360, 1, 0
11995, 1373, 1, 0
12494, 1133, 1, 0
12995, 1454, 1, 0
13494, 1246, 1, 0
13995, 1357, 1, 0
14494, 1360, 1, 0
14995, 1115, 1, 0
15494, 1392, 1, 0
15995, 1147, 1, 0
16494, 1336, 1, 0
16995, 1204, 1, 0
17494, 1352, 1, 0
17995, 1284, 1, 0
18494, 1465, 1, 0
18994, 1384, 1, 0
19494, 1182, 1, 0
19995, 1147, 1, 0
20495, 1163, 1, 0
20994, 1538, 1, 0
21495, 1503, 1, 0
21994, 1287, 1, 0
22495, 1535, 1, 0
22994, 1246, 1, 0
23495, 1179, 1, 0
23994, 1287, 1, 0
24495, 1333, 1, 0
24995, 1494, 1, 0
25494, 1287, 1, 0
25995, 1228, 1, 0
26494, 1246, 1, 0
26995, 1422, 1, 0
27494, 1214, 1, 0
27995, 1470, 1, 0
28494, 1433, 1, 0
28994, 1246, 1, 0
29494, 1141, 1, 0
29994, 1093, 1, 0
30495, 1236, 1, 0
30994, 1360, 1, 0
31495, 1527, 1, 0
31994, 1392, 1, 0
32495, 1292, 1, 0
32994, 1263, 1, 0
33494, 1408, 1, 0
33995, 1438, 1, 0
34494, 1295, 1, 0
34995, 1309, 1, 0
35494, 1238, 1, 0
35995, 1268, 1, 0
36494, 1336, 1, 0
36995, 1632, 1, 0
37494, 1093, 1, 0
37995, 1503, 1, 0
38495, 1301, 1, 0
38994, 1271, 1, 0
39495, 1155, 1, 0
39994, 1336, 1, 0
40495, 1333, 1, 0
40994, 1287, 1, 0
41494, 1206, 1, 0
41994, 1246, 1, 0
42495, 1438, 1, 0
42994, 1279, 1, 0
43495, 1244, 1, 0
43994, 1692, 1, 0
44495, 1195, 1, 0
44994, 1368, 1, 0
45495, 1341, 1, 0
45994, 1400, 1, 0
46495, 1462, 1, 0
46994, 1311, 1, 0
47494, 1441, 1, 0
47994, 1514, 1, 0
48495, 1430, 1, 0
48994, 1279, 1, 0
49494, 1174, 1, 0
49995, 1527, 1, 0
50494, 1441, 1, 0
50995, 1244, 1, 0
51494, 1473, 1, 0
51995, 1478, 1, 0
52495, 1050, 1, 0
52994, 1449, 1, 0
53495, 1777, 1, 0
53994, 1311, 1, 0
54495, 1478, 1, 0
54994, 1821, 1, 0
55495, 1220, 1, 0
55994, 1214, 1, 0
56494, 1101, 1, 0
56995, 1228, 1, 0
57494, 1311, 1, 0
57995, 1575, 1, 0
58494, 1246, 1, 0
58995, 1301, 1, 0
59494, 1400, 1, 0
59995, 1470, 1, 0
