500, 640, 1, 0
1000, 440, 1, 0
1500, 664, 1, 0
2000, 672, 1, 0
2500, 568, 1, 0
3000, 392, 1, 0
3500, 816, 1, 0
4001, 622, 1, 0
4500, 560, 1, 0
5001, 479, 1, 0
7000, 184, 1, 0
7500, 672, 1, 0
8000, 568, 1, 0
10000, 24, 1, 0
11000, 400, 1, 0
11501, 63, 1, 0
13500, 32, 1, 0
14001, 175, 1, 0
14500, 400, 1, 0
17001, 39, 1, 0
17501, 351, 1, 0
18000, 192, 1, 0
20000, 40, 1, 0
20500, 72, 1, 0
21000, 400, 1, 0
21500, 48, 1, 0
23501, 39, 1, 0
24500, 72, 1, 0
25000, 536, 1, 0
25500, 640, 1, 0
26000, 368, 1, 0
26500, 280, 1, 0
28500, 104, 1, 0
29000, 576, 1, 0
29501, 502, 1, 0
30001, 391, 1, 0
30500, 8, 1, 0
32501, 407, 1, 0
33000, 720, 1, 0
33500, 400, 1, 0
34000, 200, 1, 0
36000, 80, 1, 0
36500, 432, 1, 0
37000, 808, 1, 0
37500, 816, 1, 0
38000, 528, 1, 0
38500, 872, 1, 0
39000, 656, 1, 0
39500, 800, 1, 0
40000, 720, 1, 0
40500, 528, 1, 0
42500, 440, 1, 0
43000, 1080, 1, 0
43500, 360, 1, 0
45500, 96, 1, 0
46000, 872, 1, 0
46501, 463, 1, 0
47000, 648, 1, 0
47500, 584, 1, 0
48000, 416, 1, 0
50000, 184, 1, 0
50500, 712, 1, 0
51000, 496, 1, 0
51500, 488, 1, 0
52000, 408, 1, 0
54501, 303, 1, 0
55000, 464, 1, 0
55500, 384, 1, 0
56001, 502, 1, 0
58500, 520, 1, 0
59000, 592, 1, 0
59500, 352, 1, 0
60000, 176, 1, 0
